fetch_ts_utc,fetch_ts_ist,symbol,expiry_date,strike,option_type,underlying_value,bid_price,bid_qty,ask_price,ask_qty,ltp,mid_price,open_interest,change_in_oi,total_traded_volume,pchange_vs_prev_close,nse_iv,delta,gamma,theta,vega,vanna,charm,vomma,speed,zomma,color,veta,omega,dual_delta,dual_gamma,time_to_expiry_years,futures_price,implied_cost_of_carry,dividend_yield_used,dividend_yield_source,risk_free_rate_used,india_vix,lot_size,underlying_day_open,underlying_day_high,underlying_day_low,underlying_prev_close,price_source_for_iv,data_quality_flag
2026-09-10T08:23:36.478383+00:00,2026-09-10T13:53:36.478383+05:30,BANKNIFTY,29-Sep-2026,43500.0,CE,56394.15,11977.65,300,13532.85,300,0.0,12755.25,0,0,0,0,0,,,,,,,,,,,,,,,0.05223818878795662,,,,,,11.82,30,56262.75,56575.15,56252.05,56295.55,mid_price,no_price_available
2026-09-10T08:23:36.478383+00:00,2026-09-10T13:53:36.478383+05:30,BANKNIFTY,29-Sep-2026,43500.0,PE,56394.15,1.3,930,1.4,510,1.3,1.35,5240,1,3536,-3.7037037037037037,37.88,-0.0010457514685921429,7.185035626900918e-07,-0.43952314086929406,0.45216309943517685,-0.027693344729299,0.0002686628310860574,10.982432235257383,-4.67535348791096e-10,1.5554425799771063e-05,-1.5038509750860254e-07,-0.11841439433624817,-40.64162646392254,0.0013890884028359932,1.2075872592060856e-06,0.05223818878795662,56720,0.11029196527362575,0.006999999999999999,index_dividend_yield,0.065,11.82,30,56262.75,56575.15,56252.05,56295.55,mid_price,ok
2026-09-10T08:23:36.478383+00:00,2026-09-10T13:53:36.478383+05:30,BANKNIFTY,29-Sep-2026,45000.0,CE,56394.15,11464.75,30,11714.6,30,0.0,11589.675,798,0,0,0,62.87,0.95156132542463,1.233305190591519e-05,-27.68164133571465,12.881612791125479,-0.24161857904447803,0.003890838412638042,51.81100515470494,-2.7511565759072012e-09,2.998799801550537e-05,-4.716594456646356e-07,-1.167904191427878,4.587737386995303,-0.9325678095443212,1.9369287347366022e-05,0.05223818878795662,56720,0.11029196527362575,0.006999999999999999,index_dividend_yield,0.065,11.82,30,56262.75,56575.15,56252.05,56295.55,mid_price,ok
2026-09-10T08:23:36.478383+00:00,2026-09-10T13:53:36.478383+05:30,BANKNIFTY,29-Sep-2026,45000.0,PE,56394.15,2.85,30,2.95,30,2.85,2.9000000000000004,6117,-260,2481,-28.75,35.8,-0.0022807236602175,1.5477668660293792e-06,-0.8432011851845752,0.9205445109969139,-0.0549526677125101,0.0005019182175370692,20.089670924903714,-9.825834811522152e-10,2.945419690050557e-05,-2.6784554715007513e-07,-0.20764540146349275,-40.482259100571156,0.00292881451987405,2.4307966433252914e-06,0.05223818878795662,56720,0.11029196527362575,0.006999999999999999,index_dividend_yield,0.065,11.82,30,56262.75,56575.15,56252.05,56295.55,mid_price,ok
2026-09-10T08:23:36.478383+00:00,2026-09-10T13:53:36.478383+05:30,BANKNIFTY,29-Sep-2026,46500.0,CE,56394.15,9489.15,300,10436.1,300,0.0,9962.625,1,0,0,0,65.63,0.9160672094090363,1.816030598442794e-05,-40.43946150090146,19.800756672393014,-0.28820660975914514,0.004815218908231,51.31112453118014,-3.2872142979315224e-09,1.93894844554917e-05,-3.0709248483585237e-07,-1.3729438793566473,4.979396884618341,-0.8878691219300096,2.671070594196044e-05,0.05223818878795662,56720,0.11029196527362575,0.006999999999999999,index_dividend_yield,0.065,11.82,30,56262.75,56575.15,56252.05,56295.55,mid_price,ok
2026-09-10T08:23:36.478383+00:00,2026-09-10T13:53:36.478383+05:30,BANKNIFTY,29-Sep-2026,46500.0,PE,56394.15,5.45,60,5.7,150,5.6,5.575,947,134,707,-18.840579710144926,33.34,-0.0045320448483461605,3.082428224406823e-06,-1.4509653639316922,1.7073194544819126,-0.10064911947049812,0.0008520425931017777,33.8525399604952,-1.933018690194666e-09,5.187208215210068e-05,-4.365021165039181e-07,-0.33135940639515216,-40.96433104075544,0.005630535985194048,4.533725035246068e-06,0.05223818878795662,56720,0.11029196527362575,0.006999999999999999,index_dividend_yield,0.065,11.82,30,56262.75,56575.15,56252.05,56295.55,mid_price,ok
2026-09-10T08:23:36.478383+00:00,2026-09-10T13:53:36.478383+05:30,BANKNIFTY,29-Sep-2026,48000.0,CE,56394.15,8636.25,30,8704.1,120,8786.3,8670.175,195,-45,70,1.2246543778801844,46.97,0.9429620261275893,1.881262169786023e-05,-24.984362490774295,14.680001617707635,-0.35785226283935323,0.0042569531928748905,73.02233478357856,-5.25357032616679e-09,5.3527079363993e-05,-6.151605405115995e-07,-1.2495841735148794,6.120246306255798,-0.9268489748972661,2.5967788058608703e-05,0.05223818878795662,56720,0.11029196527362575,0.006999999999999999,index_dividend_yield,0.065,11.82,30,56262.75,56575.15,56252.05,56295.55,mid_price,ok
2026-09-10T08:23:36.478383+00:00,2026-09-10T13:53:36.478383+05:30,BANKNIFTY,29-Sep-2026,48000.0,PE,56394.15,7.4,30,7.6,90,7.4,7.5,2709,-391,3877,-16.384180790960453,29.39,-0.006604728541547857,4.886496269701036e-06,-1.778168442708516,2.3859062702909095,-0.1518381359100554,0.0011259928202872974,48.49480393776062,-3.2949276324205235e-09,8.269347245455949e-05,-6.083719398335701e-07,-0.4221965684973834,-44.920614179171245,0.007932494740180731,6.745019461865395e-06,0.05223818878795662,56720,0.11029196527362575,0.006999999999999999,index_dividend_yield,0.065,11.82,30,56262.75,56575.15,56252.05,56295.55,mid_price,ok
2026-09-10T08:23:36.478383+00:00,2026-09-10T13:53:36.478383+05:30,BANKNIFTY,29-Sep-2026,49000.0,CE,56394.15,7645.9,30,7716.8,30,7959.9,7681.35,70,-5,27,-2.032,51.28,0.9000304429868605,2.647251301513675e-05,-36.99193802009602,22.55274491926195,-0.39798799637180693,0.005132396621589708,65.84605488183115,-5.609137540415772e-09,2.5667248678471922e-05,-2.99006956943473e-07,-1.4371897061896417,6.451877154625034,-0.8752964081146137,3.506478018521305e-05,0.05223818878795662,56720,0.11029196527362575,0.006999999999999999,index_dividend_yield,0.065,11.82,30,56262.75,56575.15,56252.05,56295.55,mid_price,ok
2026-09-10T08:23:36.478383+00:00,2026-09-10T13:53:36.478383+05:30,BANKNIFTY,29-Sep-2026,49000.0,PE,56394.15,10.45,180,10.65,450,10.55,10.55,1085,-229,2591,-13.524590163934427,27.27,-0.009775362269202227,7.433320682341714e-06,-2.31852338765859,3.3676289012498613,-0.21771676553224845,0.001489689886564366,65.5165666608295,-5.086256604096585e-09,0.00011735491335048461,-7.94615544099526e-07,-0.5365920842239378,-46.53957940970336,0.01149221433493533,9.84597705640844e-06,0.05223818878795662,56720,0.11029196527362575,0.006999999999999999,index_dividend_yield,0.065,11.82,30,56262.75,56575.15,56252.05,56295.55,mid_price,ok
